"samples_per_group","local","test","loci","n_loci","median_df_paper","alpha","false_positives","rate","rate_over_alpha"
5,"disp","t_df_code","meth_10_90",57116,13.742099249626,0.01,595,0.0104173961762028,1.04173961762028
5,"disp","t_df_code","meth_10_90",57116,13.742099249626,0.001,73,0.00127810070733245,1.27810070733245
5,"disp","t_df_code","overdispersed",28192,13.742099249626,0.05,2269,0.0804838251986379,1.60967650397276
5,"disp","t_df_code","overdispersed",28192,13.742099249626,0.01,548,0.0194381384790011,1.94381384790011
5,"disp","t_df_code","overdispersed",28192,13.742099249626,0.001,76,0.00269580022701476,2.69580022701476
5,"disp","chisq","all",78343,13.742099249626,0.05,5272,0.0672938233154207,1.34587646630841
5,"disp","chisq","all",78343,13.742099249626,0.01,1410,0.0179977789974854,1.79977789974854
5,"disp","chisq","all",78343,13.742099249626,0.001,293,0.00373996400444201,3.73996400444201
5,"disp","chisq","meth_10_90",57116,13.742099249626,0.05,4315,0.0755480075635549,1.5109601512711
5,"disp","chisq","meth_10_90",57116,13.742099249626,0.01,1253,0.0219378107710624,2.19378107710624
5,"disp","chisq","meth_10_90",57116,13.742099249626,0.001,277,0.00484977939631627,4.84977939631627
5,"disp","chisq","overdispersed",28192,13.742099249626,0.05,3059,0.108505959137344,2.17011918274688
5,"disp","chisq","overdispersed",28192,13.742099249626,0.01,1031,0.0365706583427923,3.65706583427923
5,"disp","chisq","overdispersed",28192,13.742099249626,0.001,263,0.0093288876276958,9.3288876276958
5,"disp_meth","t_df_paper","all",78343,13.742099249626,0.05,2592,0.0330852788379306,0.661705576758613
5,"disp_meth","t_df_paper","all",78343,13.742099249626,0.01,328,0.00418671738381221,0.418671738381221
5,"disp_meth","t_df_paper","all",78343,13.742099249626,0.001,12,0.000153172587212642,0.153172587212642
5,"disp_meth","t_df_paper","meth_10_90",57116,13.742099249626,0.05,2058,0.0360319350094544,0.720638700189089
5,"disp_meth","t_df_paper","meth_10_90",57116,13.742099249626,0.01,264,0.00462217242103789,0.462217242103789
5,"disp_meth","t_df_paper","meth_10_90",57116,13.742099249626,0.001,7,0.000122557602072974,0.122557602072974
5,"disp_meth","t_df_paper","overdispersed",28192,13.742099249626,0.05,1295,0.0459350170261067,0.918700340522134
5,"disp_meth","t_df_paper","overdispersed",28192,13.742099249626,0.01,188,0.00666855845629966,0.666855845629966
5,"disp_meth","t_df_paper","overdispersed",28192,13.742099249626,0.001,5,0.000177355278093076,0.177355278093076
5,"disp_meth","t_df_code","all",78343,13.742099249626,0.05,2859,0.0364933689034119,0.729867378068238
5,"disp_meth","t_df_code","all",78343,13.742099249626,0.01,390,0.00497810908441086,0.497810908441086
5,"disp_meth","t_df_code","all",78343,13.742099249626,0.001,17,0.000216994498551243,0.216994498551243
5,"disp_meth","t_df_code","meth_10_90",57116,13.742099249626,0.05,2276,0.0398487289025842,0.796974578051684
5,"disp_meth","t_df_code","meth_10_90",57116,13.742099249626,0.01,322,0.00563764969535682,0.563764969535682
5,"disp_meth","t_df_code","meth_10_90",57116,13.742099249626,0.001,12,0.000210098746410813,0.210098746410813
5,"disp_meth","t_df_code","overdispersed",28192,13.742099249626,0.05,1430,0.0507236095346197,1.01447219069239
5,"disp_meth","t_df_code","overdispersed",28192,13.742099249626,0.01,233,0.00826475595913734,0.826475595913734
5,"disp_meth","t_df_code","overdispersed",28192,13.742099249626,0.001,9,0.000319239500567537,0.319239500567537
5,"disp_meth","chisq","all",78343,13.742099249626,0.05,4354,0.0555761203936535,1.11152240787307
5,"disp_meth","chisq","all",78343,13.742099249626,0.01,1015,0.012955848001736,1.2955848001736
5,"disp_meth","chisq","all",78343,13.742099249626,0.001,151,0.00192742172242574,1.92742172242574
5,"disp_meth","chisq","meth_10_90",57116,13.742099249626,0.05,3456,0.0605084389663142,1.21016877932628
5,"disp_meth","chisq","meth_10_90",57116,13.742099249626,0.01,847,0.0148294698508299,1.48294698508299
5,"disp_meth","chisq","meth_10_90",57116,13.742099249626,0.001,133,0.00232859443938651,2.32859443938651
5,"disp_meth","chisq","overdispersed",28192,13.742099249626,0.05,2087,0.0740280930760499,1.480561861521
5,"disp_meth","chisq","overdispersed",28192,13.742099249626,0.01,588,0.0208569807037457,2.08569807037457
5,"disp_meth","chisq","overdispersed",28192,13.742099249626,0.001,100,0.00354710556186152,3.54710556186152
6,"none","t_df_paper","all",79735,9,0.05,2305,0.0289082586066345,0.578165172132689
6,"none","t_df_paper","all",79735,9,0.01,205,0.00257101649213018,0.257101649213018
6,"none","t_df_paper","all",79735,9,0.001,10,0.000125415438640497,0.125415438640497
6,"none","t_df_paper","meth_10_90",58123,9,0.05,1877,0.0322935842953736,0.645871685907472
6,"none","t_df_paper","meth_10_90",58123,9,0.01,189,0.00325172479053043,0.325172479053043
6,"none","t_df_paper","meth_10_90",58123,9,0.001,9,0.000154844037644306,0.154844037644306
6,"none","t_df_paper","overdispersed",28574,9,0.05,1383,0.0484006439420452,0.968012878840904
6,"none","t_df_paper","overdispersed",28574,9,0.01,165,0.00577448029677329,0.577448029677329
6,"none","t_df_paper","overdispersed",28574,9,0.001,10,0.000349968502834745,0.349968502834745
6,"none","t_df_code","all",79735,9,0.05,2735,0.0343011224681758,0.686022449363517
6,"none","t_df_code","all",79735,9,0.01,312,0.0039129616855835,0.39129616855835
6,"none","t_df_code","all",79735,9,0.001,17,0.000213206245688844,0.213206245688844
6,"none","t_df_code","meth_10_90",58123,9,0.05,2220,0.0381948626189288,0.763897252378576
6,"none","t_df_code","meth_10_90",58123,9,0.01,286,0.00492059941847461,0.492059941847461
6,"none","t_df_code","meth_10_90",58123,9,0.001,15,0.000258073396073843,0.258073396073843
6,"none","t_df_code","overdispersed",28574,9,0.05,1592,0.0557149856512914,1.11429971302583
6,"none","t_df_code","overdispersed",28574,9,0.01,247,0.0086442220200182,0.86442220200182
6,"none","t_df_code","overdispersed",28574,9,0.001,17,0.000594946454819066,0.594946454819066
6,"none","chisq","all",79735,9,0.05,4823,0.0604878660563115,1.20975732112623
6,"none","chisq","all",79735,9,0.01,1265,0.0158650529880228,1.58650529880228
6,"none","chisq","all",79735,9,0.001,240,0.00300997052737192,3.00997052737192
6,"none","chisq","meth_10_90",58123,9,0.05,3883,0.0668065997969823,1.33613199593965
6,"none","chisq","meth_10_90",58123,9,0.01,1096,0.0188565628064622,1.88565628064622
6,"none","chisq","meth_10_90",58123,9,0.001,227,0.00390551072725083,3.90551072725083
6,"none","chisq","overdispersed",28574,9,0.05,2560,0.0895919367256947,1.79183873451389
6,"none","chisq","overdispersed",28574,9,0.01,833,0.0291523762861342,2.91523762861342
6,"none","chisq","overdispersed",28574,9,0.001,196,0.006859382655561,6.859382655561
6,"disp","t_df_paper","all",79735,16.5294069803499,0.05,3595,0.0450868501912585,0.901737003825171
6,"disp","t_df_paper","all",79735,16.5294069803499,0.01,671,0.00841537593277733,0.841537593277732
6,"disp","t_df_paper","all",79735,16.5294069803499,0.001,80,0.00100332350912397,1.00332350912397
6,"disp","t_df_paper","meth_10_90",58123,16.5294069803499,0.05,2890,0.0497221409768938,0.994442819537876
6,"disp","t_df_paper","meth_10_90",58123,16.5294069803499,0.01,589,0.0101336820191663,1.01336820191663
6,"disp","t_df_paper","meth_10_90",58123,16.5294069803499,0.001,77,0.0013247767665124,1.3247767665124
6,"disp","t_df_paper","overdispersed",28574,16.5294069803499,0.05,2201,0.0770280674739273,1.54056134947855
6,"disp","t_df_paper","overdispersed",28574,16.5294069803499,0.01,530,0.0185483306502415,1.85483306502415
6,"disp","t_df_paper","overdispersed",28574,16.5294069803499,0.001,76,0.00265976062154406,2.65976062154406
6,"disp","t_df_code","all",79735,16.5294069803499,0.05,3828,0.0480090299115821,0.960180598231642
6,"disp","t_df_code","all",79735,16.5294069803499,0.01,742,0.00930582554712485,0.930582554712485
6,"disp","t_df_code","all",79735,16.5294069803499,0.001,88,0.00110365586003637,1.10365586003637
6,"disp","t_df_code","meth_10_90",58123,16.5294069803499,0.05,3081,0.0530082755535674,1.06016551107135
6,"disp","t_df_code","meth_10_90",58123,16.5294069803499,0.01,649,0.0111659756034616,1.11659756034616
6,"disp","t_df_code","meth_10_90",58123,16.5294069803499,0.001,84,0.00144521101801352,1.44521101801352
6,"disp","t_df_code","overdispersed",28574,16.5294069803499,0.05,2316,0.0810527052565269,1.62105410513054
6,"disp","t_df_code","overdispersed",28574,16.5294069803499,0.01,580,0.0202981731644152,2.02981731644152
6,"disp","t_df_code","overdispersed",28574,16.5294069803499,0.001,83,0.00290473857352838,2.90473857352838
6,"disp","chisq","all",79735,16.5294069803499,0.05,5204,0.0652661942685145,1.30532388537029
6,"disp","chisq","all",79735,16.5294069803499,0.01,1478,0.0185364018310654,1.85364018310654
6,"disp","chisq","all",79735,16.5294069803499,0.001,315,0.00395058631717564,3.95058631717564
6,"disp","chisq","meth_10_90",58123,16.5294069803499,0.05,4165,0.0716583796431705,1.43316759286341
6,"disp","chisq","meth_10_90",58123,16.5294069803499,0.01,1275,0.0219362386662767,2.19362386662767
6,"disp","chisq","meth_10_90",58123,16.5294069803499,0.001,297,0.0051098532422621,5.1098532422621
6,"disp","chisq","overdispersed",28574,16.5294069803499,0.05,2971,0.103975642192203,2.07951284384405
6,"disp","chisq","overdispersed",28574,16.5294069803499,0.01,1046,0.0366067053965143,3.66067053965143
6,"disp","chisq","overdispersed",28574,16.5294069803499,0.001,275,0.00962413382795548,9.62413382795548
6,"disp_meth","t_df_paper","all",79735,16.5294069803499,0.05,2785,0.0349281996613783,0.698563993227566
6,"disp_meth","t_df_paper","all",79735,16.5294069803499,0.01,431,0.00540540540540541,0.540540540540541
6,"disp_meth","t_df_paper","all",79735,16.5294069803499,0.001,42,0.000526744842290086,0.526744842290086
6,"disp_meth","t_df_paper","meth_10_90",58123,16.5294069803499,0.05,2149,0.036973315210846,0.739466304216919
6,"disp_meth","t_df_paper","meth_10_90",58123,16.5294069803499,0.01,358,0.00615935171962906,0.615935171962906
6,"disp_meth","t_df_paper","meth_10_90",58123,16.5294069803499,0.001,32,0.000550556578290866,0.550556578290866
6,"disp_meth","t_df_paper","overdispersed",28574,16.5294069803499,0.05,1377,0.0481906628403444,0.963813256806887
6,"disp_meth","t_df_paper","overdispersed",28574,16.5294069803499,0.01,254,0.00888919997200252,0.888919997200252
6,"disp_meth","t_df_paper","overdispersed",28574,16.5294069803499,0.001,24,0.000839924406803388,0.839924406803388
6,"disp_meth","t_df_code","all",79735,16.5294069803499,0.05,2982,0.0373988838025961,0.747977676051922
6,"disp_meth","t_df_code","all",79735,16.5294069803499,0.01,486,0.00609519031792814,0.609519031792814
6,"disp_meth","t_df_code","all",79735,16.5294069803499,0.001,51,0.000639618737066533,0.639618737066533
6,"disp_meth","t_df_code","meth_10_90",58123,16.5294069803499,0.05,2314,0.0398121225676582,0.796242451353165
6,"disp_meth","t_df_code","meth_10_90",58123,16.5294069803499,0.01,409,0.00703680126628013,0.703680126628013
6,"disp_meth","t_df_code","meth_10_90",58123,16.5294069803499,0.001,36,0.000619376150577224,0.619376150577224
6,"disp_meth","t_df_code","overdispersed",28574,16.5294069803499,0.05,1476,0.0516553510184083,1.03310702036817
6,"disp_meth","t_df_code","overdispersed",28574,16.5294069803499,0.01,292,0.0102190802827746,1.02190802827746
6,"disp_meth","t_df_code","overdispersed",28574,16.5294069803499,0.001,27,0.000944914957653811,0.944914957653811
6,"disp_meth","chisq","all",79735,16.5294069803499,0.05,4228,0.053025647457202,1.06051294914404
6,"disp_meth","chisq","all",79735,16.5294069803499,0.01,1061,0.0133065780397567,1.33065780397567
6,"disp_meth","chisq","all",79735,16.5294069803499,0.001,204,0.00255847494826613,2.55847494826613
6,"disp_meth","chisq","meth_10_90",58123,16.5294069803499,0.05,3308,0.0569137862808183,1.13827572561637
6,"disp_meth","chisq","meth_10_90",58123,16.5294069803499,0.01,875,0.0150542814376409,1.50542814376409
6,"disp_meth","chisq","meth_10_90",58123,16.5294069803499,0.001,179,0.00307967585981453,3.07967585981453
6,"disp_meth","chisq","overdispersed",28574,16.5294069803499,0.05,2045,0.0715685588297053,1.43137117659411
6,"disp_meth","chisq","overdispersed",28574,16.5294069803499,0.01,603,0.0211031007209351,2.11031007209351
6,"disp_meth","chisq","overdispersed",28574,16.5294069803499,0.001,136,0.00475957163855253,4.75957163855253
8,"none","t_df_paper","all",77780,12,0.05,2623,0.0337233221907945,0.674466443815891
8,"none","t_df_paper","all",77780,12,0.01,330,0.0042427359218308,0.42427359218308
8,"none","t_df_paper","all",77780,12,0.001,17,0.00021856518385189,0.21856518385189
8,"none","t_df_paper","meth_10_90",56708,12,0.05,2103,0.0370847146787049,0.741694293574099
8,"none","t_df_paper","meth_10_90",56708,12,0.01,294,0.00518445369260069,0.518445369260069
8,"none","t_df_paper","meth_10_90",56708,12,0.001,16,0.000282147139733371,0.282147139733371
8,"none","t_df_paper","overdispersed",28040,12,0.05,1419,0.0506062767475036,1.01212553495007
8,"none","t_df_paper","overdispersed",28040,12,0.01,238,0.00848787446504993,0.848787446504993
8,"none","t_df_paper","overdispersed",28040,12,0.001,16,0.000570613409415121,0.570613409415121
8,"none","t_df_code","all",77780,12,0.05,2833,0.0364232450501414,0.728464901002828
8,"none","t_df_code","all",77780,12,0.01,396,0.00509128310619697,0.509128310619697
8,"none","t_df_code","all",77780,12,0.001,22,0.000282849061455387,0.282849061455387
8,"none","t_df_code","meth_10_90",56708,12,0.05,2271,0.0400472596459053,0.800945192918107
8,"none","t_df_code","meth_10_90",56708,12,0.01,348,0.00613670028920082,0.613670028920082
8,"none","t_df_code","meth_10_90",56708,12,0.001,21,0.000370318120900049,0.370318120900049
8,"none","t_df_code","overdispersed",28040,12,0.05,1509,0.0538159771754636,1.07631954350927
8,"none","t_df_code","overdispersed",28040,12,0.01,286,0.0101997146932953,1.01997146932953
8,"none","t_df_code","overdispersed",28040,12,0.001,20,0.000713266761768902,0.713266761768902
8,"none","chisq","all",77780,12,0.05,4330,0.0556698380046284,1.11339676009257
8,"none","chisq","all",77780,12,0.01,1069,0.0137438930316277,1.37438930316277
8,"none","chisq","all",77780,12,0.001,167,0.0021470815119568,2.1470815119568
8,"none","chisq","meth_10_90",56708,12,0.05,3420,0.060308951118008,1.20617902236016
8,"none","chisq","meth_10_90",56708,12,0.01,922,0.0162587289271355,1.62587289271355
8,"none","chisq","meth_10_90",56708,12,0.001,152,0.00268039782746702,2.68039782746702
8,"none","chisq","overdispersed",28040,12,0.05,2145,0.0764978601997147,1.52995720399429
8,"none","chisq","overdispersed",28040,12,0.01,668,0.0238231098430813,2.38231098430813
8,"none","chisq","overdispersed",28040,12,0.001,133,0.0047432239657632,4.7432239657632
8,"disp","t_df_paper","all",77780,23.7671476895806,0.05,3579,0.0460143995885832,0.920287991771664
8,"disp","t_df_paper","all",77780,23.7671476895806,0.01,727,0.00934687580354847,0.934687580354847
8,"disp","t_df_paper","all",77780,23.7671476895806,0.001,82,0.00105425559269735,1.05425559269735
8,"disp","t_df_paper","meth_10_90",56708,23.7671476895806,0.05,2845,0.05016928828384,1.0033857656768
8,"disp","t_df_paper","meth_10_90",56708,23.7671476895806,0.01,627,0.0110566410383015,1.10566410383015
8,"disp","t_df_paper","meth_10_90",56708,23.7671476895806,0.001,78,0.00137546730620018,1.37546730620018
8,"disp","t_df_paper","overdispersed",28040,23.7671476895806,0.05,2044,0.0728958630527817,1.45791726105563
8,"disp","t_df_paper","overdispersed",28040,23.7671476895806,0.01,533,0.0190085592011412,1.90085592011412
8,"disp","t_df_paper","overdispersed",28040,23.7671476895806,0.001,80,0.00285306704707561,2.85306704707561
8,"disp","t_df_code","all",77780,23.7671476895806,0.05,3678,0.0472872203651324,0.945744407302648
8,"disp","t_df_code","all",77780,23.7671476895806,0.01,755,0.00970686551812805,0.970686551812805
8,"disp","t_df_code","all",77780,23.7671476895806,0.001,93,0.00119568012342505,1.19568012342505
8,"disp","t_df_code","meth_10_90",56708,23.7671476895806,0.05,2923,0.0515447555900402,1.0308951118008
8,"disp","t_df_code","meth_10_90",56708,23.7671476895806,0.01,653,0.0115151301403682,1.15151301403682
8,"disp","t_df_code","meth_10_90",56708,23.7671476895806,0.001,89,0.00156944346476688,1.56944346476688
8,"disp","t_df_code","overdispersed",28040,23.7671476895806,0.05,2091,0.0745720399429387,1.49144079885877
8,"disp","t_df_code","overdispersed",28040,23.7671476895806,0.01,552,0.0196861626248217,1.96861626248217
8,"disp","t_df_code","overdispersed",28040,23.7671476895806,0.001,89,0.00317403708987161,3.17403708987161
8,"disp","chisq","all",77780,23.7671476895806,0.05,4648,0.0597582926202109,1.19516585240422
8,"disp","chisq","all",77780,23.7671476895806,0.01,1214,0.0156081254821291,1.56081254821291
8,"disp","chisq","all",77780,23.7671476895806,0.001,234,0.00300848547184366,3.00848547184366
8,"disp","chisq","meth_10_90",56708,23.7671476895806,0.05,3677,0.0648409395499753,1.29681879099951
8,"disp","chisq","meth_10_90",56708,23.7671476895806,0.01,1041,0.0183571982789024,1.83571982789024
8,"disp","chisq","meth_10_90",56708,23.7671476895806,0.001,213,0.0037560837977005,3.7560837977005
8,"disp","chisq","overdispersed",28040,23.7671476895806,0.05,2513,0.0896219686162625,1.79243937232525
8,"disp","chisq","overdispersed",28040,23.7671476895806,0.01,828,0.0295292439372325,2.95292439372325
8,"disp","chisq","overdispersed",28040,23.7671476895806,0.001,202,0.00720399429386591,7.20399429386591
8,"disp_meth","t_df_paper","all",77780,23.7671476895806,0.05,3059,0.0393288763178195,0.78657752635639
8,"disp_meth","t_df_paper","all",77780,23.7671476895806,0.01,531,0.00682694780149139,0.682694780149139
8,"disp_meth","t_df_paper","all",77780,23.7671476895806,0.001,23,0.000295705836976086,0.295705836976086
8,"disp_meth","t_df_paper","meth_10_90",56708,23.7671476895806,0.05,2322,0.0409466036538055,0.818932073076109
8,"disp_meth","t_df_paper","meth_10_90",56708,23.7671476895806,0.01,410,0.00723002045566763,0.723002045566763
8,"disp_meth","t_df_paper","meth_10_90",56708,23.7671476895806,0.001,16,0.000282147139733371,0.282147139733371
8,"disp_meth","t_df_paper","overdispersed",28040,23.7671476895806,0.05,1399,0.0498930099857347,0.997860199714693
8,"disp_meth","t_df_paper","overdispersed",28040,23.7671476895806,0.01,260,0.00927246790299572,0.927246790299572
8,"disp_meth","t_df_paper","overdispersed",28040,23.7671476895806,0.001,11,0.000392296718972896,0.392296718972896
8,"disp_meth","t_df_code","all",77780,23.7671476895806,0.05,3153,0.0405374132167652,0.810748264335305
8,"disp_meth","t_df_code","all",77780,23.7671476895806,0.01,555,0.00713551041398817,0.713551041398817
8,"disp_meth","t_df_code","all",77780,23.7671476895806,0.001,29,0.000372846490100283,0.372846490100283
8,"disp_meth","t_df_code","meth_10_90",56708,23.7671476895806,0.05,2397,0.0422691683713056,0.845383367426113
8,"disp_meth","t_df_code","meth_10_90",56708,23.7671476895806,0.01,430,0.00758270438033434,0.758270438033434
8,"disp_meth","t_df_code","meth_10_90",56708,23.7671476895806,0.001,22,0.000387952317133385,0.387952317133385
8,"disp_meth","t_df_code","overdispersed",28040,23.7671476895806,0.05,1433,0.0511055634807418,1.02211126961484
8,"disp_meth","t_df_code","overdispersed",28040,23.7671476895806,0.01,273,0.00973609129814551,0.973609129814551
8,"disp_meth","t_df_code","overdispersed",28040,23.7671476895806,0.001,16,0.000570613409415121,0.570613409415121
8,"disp_meth","chisq","all",77780,23.7671476895806,0.05,4027,0.0517742350218565,1.03548470043713
8,"disp_meth","chisq","all",77780,23.7671476895806,0.01,951,0.0122267935201851,1.22267935201851
8,"disp_meth","chisq","all",77780,23.7671476895806,0.001,145,0.00186423245050141,1.86423245050141
8,"disp_meth","chisq","meth_10_90",56708,23.7671476895806,0.05,3097,0.0546131057346406,1.09226211469281
8,"disp_meth","chisq","meth_10_90",56708,23.7671476895806,0.01,754,0.0132961839599351,1.32961839599351
8,"disp_meth","chisq","meth_10_90",56708,23.7671476895806,0.001,122,0.00215137194046695,2.15137194046695
8,"disp_meth","chisq","overdispersed",28040,23.7671476895806,0.05,1808,0.0644793152639087,1.28958630527817
8,"disp_meth","chisq","overdispersed",28040,23.7671476895806,0.01,491,0.0175106990014265,1.75106990014265
8,"disp_meth","chisq","overdispersed",28040,23.7671476895806,0.001,80,0.00285306704707561,2.85306704707561
10,"none","t_df_paper","all",79735,16,0.05,2936,0.0368219727848498,0.736439455696996
10,"none","t_df_paper","all",79735,16,0.01,399,0.00500407600175582,0.500407600175582
10,"none","t_df_paper","all",79735,16,0.001,17,0.000213206245688844,0.213206245688844
10,"none","t_df_paper","meth_10_90",58123,16,0.05,2322,0.039949761712231,0.798995234244619
10,"none","t_df_paper","meth_10_90",58123,16,0.01,345,0.0059356881096984,0.59356881096984
10,"none","t_df_paper","meth_10_90",58123,16,0.001,15,0.000258073396073843,0.258073396073843
10,"none","t_df_paper","overdispersed",28574,16,0.05,1484,0.0519353258206761,1.03870651641352
10,"none","t_df_paper","overdispersed",28574,16,0.01,268,0.00937915587597116,0.937915587597116
10,"none","t_df_paper","overdispersed",28574,16,0.001,16,0.000559949604535592,0.559949604535592
10,"none","t_df_code","all",79735,16,0.05,3082,0.0386530381890011,0.773060763780021
10,"none","t_df_code","all",79735,16,0.01,453,0.0056813193704145,0.56813193704145
10,"none","t_df_code","all",79735,16,0.001,29,0.00036370477205744,0.36370477205744
10,"none","t_df_code","meth_10_90",58123,16,0.05,2429,0.041790685270891,0.835813705417821
10,"none","t_df_code","meth_10_90",58123,16,0.01,391,0.00672711319099152,0.672711319099152
10,"none","t_df_code","meth_10_90",58123,16,0.001,25,0.000430122326789739,0.430122326789739
10,"none","t_df_code","overdispersed",28574,16,0.05,1545,0.0540701336879681,1.08140267375936
10,"none","t_df_code","overdispersed",28574,16,0.01,298,0.0104290613844754,1.04290613844754
10,"none","t_df_code","overdispersed",28574,16,0.001,25,0.000874921257086862,0.874921257086862
10,"none","chisq","all",79735,16,0.05,4315,0.0541167617733743,1.08233523546749
10,"none","chisq","all",79735,16,0.01,1008,0.0126418762149621,1.26418762149621
10,"none","chisq","all",79735,16,0.001,156,0.00195648084279175,1.95648084279175
10,"none","chisq","meth_10_90",58123,16,0.05,3373,0.0580321043304716,1.16064208660943
10,"none","chisq","meth_10_90",58123,16,0.01,840,0.0144521101801352,1.44521101801352
10,"none","chisq","meth_10_90",58123,16,0.001,140,0.00240868503002254,2.40868503002254
10,"none","chisq","overdispersed",28574,16,0.05,2066,0.0723034926856583,1.44606985371317
10,"none","chisq","overdispersed",28574,16,0.01,578,0.0202281794638483,2.02281794638483
10,"none","chisq","overdispersed",28574,16,0.001,117,0.00409463148316652,4.09463148316652
10,"disp","t_df_paper","all",79735,30.4934489947239,0.05,3762,0.0471812880165548,0.943625760331097
10,"disp","t_df_paper","all",79735,30.4934489947239,0.01,749,0.0093936163541732,0.93936163541732
10,"disp","t_df_paper","all",79735,30.4934489947239,0.001,90,0.00112873894776447,1.12873894776447
10,"disp","t_df_paper","meth_10_90",58123,30.4934489947239,0.05,2940,0.0505823856304733,1.01164771260947
10,"disp","t_df_paper","meth_10_90",58123,30.4934489947239,0.01,639,0.0109939266727457,1.09939266727457
10,"disp","t_df_paper","meth_10_90",58123,30.4934489947239,0.001,82,0.00141080123187034,1.41080123187034
10,"disp","t_df_paper","overdispersed",28574,30.4934489947239,0.05,2059,0.072058514733674,1.44117029467348
10,"disp","t_df_paper","overdispersed",28574,30.4934489947239,0.01,538,0.0188283054525093,1.88283054525093
10,"disp","t_df_paper","overdispersed",28574,30.4934489947239,0.001,83,0.00290473857352838,2.90473857352838
10,"disp","t_df_code","all",79735,30.4934489947239,0.05,3825,0.04797140527999,0.959428105599799
10,"disp","t_df_code","all",79735,30.4934489947239,0.01,774,0.00970715495077444,0.970715495077444
10,"disp","t_df_code","all",79735,30.4934489947239,0.001,98,0.00122907129867687,1.22907129867687
10,"disp","t_df_code","meth_10_90",58123,30.4934489947239,0.05,2992,0.051477040070196,1.02954080140392
10,"disp","t_df_code","meth_10_90",58123,30.4934489947239,0.01,660,0.0113552294272491,1.13552294272491
10,"disp","t_df_code","meth_10_90",58123,30.4934489947239,0.001,88,0.00151403059029988,1.51403059029988
10,"disp","t_df_code","overdispersed",28574,30.4934489947239,0.05,2090,0.0731434170924617,1.46286834184923
10,"disp","t_df_code","overdispersed",28574,30.4934489947239,0.01,551,0.0192832645061944,1.92832645061944
10,"disp","t_df_code","overdispersed",28574,30.4934489947239,0.001,90,0.0031497165255127,3.1497165255127
10,"disp","chisq","all",79735,30.4934489947239,0.05,4614,0.0578666833887252,1.1573336677745
10,"disp","chisq","all",79735,30.4934489947239,0.01,1170,0.0146736063209381,1.46736063209381
10,"disp","chisq","all",79735,30.4934489947239,0.001,224,0.00280930582554712,2.80930582554712
10,"disp","chisq","meth_10_90",58123,30.4934489947239,0.05,3603,0.0619892297369372,1.23978459473874
10,"disp","chisq","meth_10_90",58123,30.4934489947239,0.01,984,0.0169296147824441,1.69296147824441
10,"disp","chisq","meth_10_90",58123,30.4934489947239,0.001,200,0.00344097861431791,3.44097861431791
10,"disp","chisq","overdispersed",28574,30.4934489947239,0.05,2442,0.0854623083922447,1.70924616784489
10,"disp","chisq","overdispersed",28574,30.4934489947239,0.01,767,0.0268425841674249,2.68425841674249
10,"disp","chisq","overdispersed",28574,30.4934489947239,0.001,187,0.00654441100300973,6.54441100300973
10,"disp_meth","t_df_paper","all",79735,30.4934489947239,0.05,2801,0.0351288643632031,0.702577287264062
10,"disp_meth","t_df_paper","all",79735,30.4934489947239,0.01,438,0.00549319621245375,0.549319621245375
10,"disp_meth","t_df_paper","all",79735,30.4934489947239,0.001,31,0.00038878785978554,0.38878785978554
10,"disp_meth","t_df_paper","meth_10_90",58123,30.4934489947239,0.05,2197,0.0377991500782823,0.755983001565645
10,"disp_meth","t_df_paper","meth_10_90",58123,30.4934489947239,0.01,351,0.00603891746812794,0.603891746812794
10,"disp_meth","t_df_paper","meth_10_90",58123,30.4934489947239,0.001,21,0.000361302754503381,0.361302754503381
10,"disp_meth","t_df_paper","overdispersed",28574,30.4934489947239,0.05,1265,0.0442710156085952,0.885420312171905
10,"disp_meth","t_df_paper","overdispersed",28574,30.4934489947239,0.01,230,0.00804927556519913,0.804927556519913
10,"disp_meth","t_df_paper","overdispersed",28574,30.4934489947239,0.001,17,0.000594946454819066,0.594946454819066
10,"disp_meth","t_df_code","all",79735,30.4934489947239,0.05,2860,0.035868815451182,0.717376309023641
10,"disp_meth","t_df_code","all",79735,30.4934489947239,0.01,459,0.0057565686335988,0.57565686335988
10,"disp_meth","t_df_code","all",79735,30.4934489947239,0.001,36,0.000451495579105788,0.451495579105788
10,"disp_meth","t_df_code","meth_10_90",58123,30.4934489947239,0.05,2247,0.0386593947318617,0.773187894637235
10,"disp_meth","t_df_code","meth_10_90",58123,30.4934489947239,0.01,366,0.00629699086420178,0.629699086420178
10,"disp_meth","t_df_code","meth_10_90",58123,30.4934489947239,0.001,24,0.000412917433718149,0.412917433718149
10,"disp_meth","t_df_code","overdispersed",28574,30.4934489947239,0.05,1293,0.0452509274165325,0.90501854833065
10,"disp_meth","t_df_code","overdispersed",28574,30.4934489947239,0.01,237,0.00829425351718345,0.829425351718345
10,"disp_meth","t_df_code","overdispersed",28574,30.4934489947239,0.001,21,0.000734933855952964,0.734933855952964
10,"disp_meth","chisq","all",79735,30.4934489947239,0.05,3579,0.0448861854894338,0.897723709788675
10,"disp_meth","chisq","all",79735,30.4934489947239,0.01,784,0.00983257038941494,0.983257038941494
10,"disp_meth","chisq","all",79735,30.4934489947239,0.001,120,0.00150498526368596,1.50498526368596
10,"disp_meth","chisq","meth_10_90",58123,30.4934489947239,0.05,2803,0.0482253152796655,0.964506305593311
